,title,address,date_added,bed,bath,toilet,price
142,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR SALE,Pearl Gardens Estate Monastery road Sangotedo Lagos,"Updated 17 Nov 2020, Added 02 Nov 2020",4 beds,3 baths,3 Toilets,"38,800,000"
143,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 19 Nov 2019",4 beds,4 baths,4 Toilets,"15,000,000"
144,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",4 beds,baths,Toilets,"15,000,000"
145,2 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 22 Oct 2019",2 beds,baths,Toilets,"7,500,000"
146,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Glover road Ikoyi Lagos,"Updated 17 Nov 2020, Added 03 Jun 2020",4 beds,4 baths,5 Toilets,"9,000,000"
147,5 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Off Alexander Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 25 Feb 2020",5 beds,5 baths,6 Toilets,"25,000,000"
148,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Off Kingsway Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 16 Feb 2020",4 beds,4 baths,5 Toilets,"12,000,000"
149,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 22 Oct 2019",3 beds,baths,Toilets,"9,000,000"
150,2 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 24 Nov 2019",2 beds,2 baths,2 Toilets,"10,000,000"
151,3 BEDROOM FLAT / APARTMENT FOR RENT,Abiodun YusufOniru Victoria Island Lagos,"Updated 17 Nov 2020, Added 02 Sep 2020",3 beds,3 baths,4 Toilets,"4,000,000"
152,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Off Ajose adeogunAdemola Adetokunbo Victoria Island Lagos,"Updated 17 Nov 2020, Added 07 Feb 2020",4 beds,4 baths,5 Toilets,"20,000,000"
153,2 BEDROOM FLAT / APARTMENT FOR RENT,...Kosofe Ikosi Lagos,"Updated 17 Nov 2020, Added 10 Nov 2020",2 beds,0 baths,0 Toilets,"600,000"
154,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
155,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Ifako Gbagada Gbagada Lagos,"Updated 17 Nov 2020, Added 16 Nov 2020",1 beds,1 baths,1 Toilets,"500,000"
156,3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 23 Oct 2019",3 beds,baths,Toilets,"15,000,000"
157,4 BEDROOM FLAT / APARTMENT FOR RENT,AjiranAgungi Lekki Lagos,"Updated 17 Nov 2020, Added 02 Sep 2020",4 beds,4 baths,5 Toilets,"3,500,000"
158,COMMERCIAL PROPERTY FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 27 Nov 2019",beds,baths,Toilets,"35,000,000"
159,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 23 Oct 2019",beds,baths,Toilets,"7,500,000"
160,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,...Magodo Gra Phase 2 Kosofe Ikosi Lagos,"Updated 17 Nov 2020, Added 13 Nov 2020",3 beds,3 baths,4 Toilets,"2,500,000"
161,3 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Nov 2019",3 beds,3 baths,3 Toilets,"16,000,000"
162,1 BEDROOM MINI FLAT STUDIO APARTMENT FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",1 beds,baths,Toilets,"9,000,000"
163,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 19 Nov 2019",beds,baths,Toilets,"35,000,000"
164,5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE,Lekki Lekki Lagos,"Updated 17 Nov 2020, Added 14 Oct 2020",5 beds,5 baths,6 Toilets,"110,000,000"
165,3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT,Ajao Estate Isolo. Lagos MainlandAjao Estate Isolo Lagos,"Updated 17 Nov 2020, Added 12 Oct 2020",3 beds,3 baths,4 Toilets,"1,200,000"
166,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",3 beds,3 baths,4 Toilets,"8,000,000"
167,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",3 beds,3 baths,4 Toilets,"7,000,000"
168,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 19 Nov 2019",5 beds,5 baths,5 Toilets,"20,000,000"
169,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 23 Jul 2020",4 beds,4 baths,5 Toilets,"18,000,000"
170,3 BEDROOM FLAT / APARTMENT FOR RENT,Gerard Road Ikoyi Lagos,"Updated 17 Nov 2020, Added 29 Oct 2019",3 beds,baths,Toilets,"10,000,000"
171,4 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Jul 2020",4 beds,4 baths,5 Toilets,"8,000,000"
172,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 03 Jun 2020",3 beds,3 baths,4 Toilets,"7,000,000"
173,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Bourdillon Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Nov 2020",4 beds,4 baths,4 Toilets,"200,000,000"
174,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Off Alexander roadIkoyi Lagos,"Updated 17 Nov 2020, Added 21 May 2020",beds,baths,Toilets,"70,000,000"
175,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 22 Dec 2019",4 beds,4 baths,4 Toilets,"7,500,000"
176,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
177,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Ajao estate isolo.Lagos MainlandAjao Estate Isolo Lagos,"Updated 17 Nov 2020, Added 09 Oct 2020",3 beds,3 baths,4 Toilets,"1,500,000"
178,1 BEDROOM MINI FLAT STUDIO APARTMENT FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 20 Oct 2019",1 beds,baths,Toilets,"9,000,000"
179,2 BEDROOM FLAT / APARTMENT FOR RENT,"First Bank Estate, Abuledo, Satellite TownSatellite Town Amuwo Odofin Lagos","Updated 17 Nov 2020, Added 10 Nov 2020",2 beds,3 baths,3 Toilets,"500,000"
180,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Ahmadu Bello Ahmadu Bello Way Victoria Island Lagos,"Updated 17 Nov 2020, Added 01 Dec 2019",3 beds,3 baths,3 Toilets,"10,000,000"
181,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,Akoka Yaba Lagos,"Updated 17 Nov 2020, Added 27 Oct 2020",1 beds,1 baths,1 Toilets,"600,000"
182,TERRACED DUPLEX HOUSE FOR RENT,200 RoadFestac Amuwo Odofin Lagos,"Updated 17 Nov 2020, Added 11 Nov 2020",beds,baths,Toilets,"1,300,000"
183,1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 26 Jul 2020",1 beds,1 baths,2 Toilets,"4,000,000"
184,2 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 23 Oct 2019",2 beds,baths,Toilets,"5,000,000"
185,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Oct 2019",5 beds,baths,Toilets,"25,000,000"
186,6 BEDROOM DETACHED DUPLEX HOUSE FOR SALE,... Mojisola Onikoyi Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 16 Oct 2020",6 beds,6 baths,7 Toilets,"310,000,000"
187,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Oct 2019",3 beds,baths,Toilets,"130,000,000"
188,2 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 15 Oct 2019",2 beds,baths,Toilets,"5,000,000"
189,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Bourdillon Bourdillon Ikoyi Lagos,"Updated 17 Nov 2020, Added 21 May 2020",beds,baths,Toilets,"20,000,000"
190,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 05 Dec 2019",3 beds,3 baths,3 Toilets,"15,000,000"
191,LAND FOR RENT,Ozumba MbadiweVictoria Island Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",beds,baths,Toilets,"45,000,000"
192,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",3 beds,baths,Toilets,"7,500,000"
193,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 19 Nov 2019",3 beds,3 baths,3 Toilets,"9,000,000"
194,3 BEDROOM FLAT / APARTMENT FOR RENT,Adeola Odeku Victoria Island Lagos,"Updated 17 Nov 2020, Added 18 Oct 2019",3 beds,baths,Toilets,"15,000,000"
195,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Off Alexander Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Feb 2020",4 beds,4 baths,5 Toilets,"9,000,000"
196,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 15 Oct 2019",3 beds,0 baths,0 Toilets,"14,000,000"
197,4 BEDROOM FLAT / APARTMENT FOR RENT,Bourdillon Ikoyi Lagos,"Updated 17 Nov 2020, Added 06 Dec 2019",4 beds,4 baths,4 Toilets,"8,000,000"
198,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
199,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 21 Nov 2019",4 beds,4 baths,4 Toilets,"8,000,000"
200,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Nov 2019",4 beds,4 baths,4 Toilets,"15,000,000"
201,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 28 Oct 2020",3 beds,3 baths,4 Toilets,"4,000,000"
202,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Oct 2019",4 beds,baths,Toilets,"15,000,000"
203,4 BEDROOM BOYS QUARTERS FLAT / APARTMENT FOR RENT,Off Adeola Odeku Adeola Odeku Victoria Island Lagos,"Updated 17 Nov 2020, Added 08 Feb 2020",4 beds,4 baths,5 Toilets,"18,000,000"
204,4 BEDROOM FLAT / APARTMENT FOR RENT,Osborne Foreshore Osborne Foreshore Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 07 Sep 2020",4 beds,4 baths,4 Toilets,"4,000,000"
205,2 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 25 Jun 2020",2 beds,2 baths,3 Toilets,"14,000,000"
206,SELF CONTAIN FLAT / APARTMENT FOR RENT,Oke Afa solo. Lagos MainlandOke Afa Isolo Lagos,"Updated 17 Nov 2020, Added 04 Nov 2020",0 beds,0 baths,0 Toilets,"150,000"
207,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 21 Nov 2019",4 beds,4 baths,4 Toilets,"12,000,000"
208,5 BEDROOM TERRACED DUPLEX HOUSE FOR SALE,... Ilasan Lekki Lagos,"Updated 17 Nov 2020, Added 16 Oct 2020",5 beds,5 baths,6 Toilets,"65,000,000"
209,5 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 05 Dec 2019",5 beds,5 baths,5 Toilets,"25,000,000"
210,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,OffAkin Adesola Victoria Island Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",beds,baths,Toilets,"40,000,000"
211,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 20 Aug 2020",3 beds,baths,Toilets,"11,000,000"
212,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 24 Nov 2019",3 beds,3 baths,3 Toilets,"12,000,000"
213,WAREHOUSE COMMERCIAL PROPERTY FOR RENT,Oregun Ikeja Lagos,"Updated 17 Nov 2020, Added 26 Jul 2020",beds,baths,Toilets,"67,500,000"
214,COMMERCIAL PROPERTY FOR RENT,Eko hotel offAdemola Adetokunbo Victoria Island Lagos,"Updated 17 Nov 2020, Added 09 May 2020",beds,baths,Toilets,500
215,5 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",5 beds,5 baths,6 Toilets,"15,000,000"
216,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",4 beds,baths,Toilets,"15,000,000"
217,3 BEDROOM MASSIONETTE HOUSE FOR RENT,Gerard Road Ikoyi Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",3 beds,baths,Toilets,"10,000,000"
218,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 24 Nov 2019",4 beds,4 baths,4 Toilets,"7,000,000"
219,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Jul 2020",3 beds,3 baths,4 Toilets,"7,500,000"
220,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
221,5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 15 Oct 2019",5 beds,baths,Toilets,"9,000,000"
222,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Ologolo Lekki Ologolo Lekki Lagos,"Updated 17 Nov 2020, Added 01 Oct 2020",5 beds,5 baths,6 Toilets,"4,000,000"
223,MIXED USE LAND LAND FOR RENT,Off Ozumba Mbadiwe Kofo Abayomi Victoria Island Lagos,"Updated 17 Nov 2020, Added 20 May 2020",beds,baths,Toilets,"35,000,000"
224,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Off ajose adeogun Ademola Adetokunbo Victoria Island Lagos,"Updated 17 Nov 2020, Added 10 Feb 2020",4 beds,4 baths,5 Toilets,"20,000,000"
225,WAREHOUSE COMMERCIAL PROPERTY FOR RENT,Abijo Ajah Lagos,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,Toilets,"60,000,000"
226,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 01 Dec 2019",3 beds,3 baths,3 Toilets,"7,500,000"
227,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 24 Nov 2019",4 beds,4 baths,4 Toilets,"36,000,000"
228,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 03 Jun 2020",3 beds,3 baths,4 Toilets,"7,000,000"
229,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Jul 2020",3 beds,3 baths,4 Toilets,"8,000,000"
230,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR SALE,Ikorodu Ikorodu Lagos,"Updated 17 Nov 2020, Added 30 Aug 2020",1 beds,1 baths,1 Toilets,"43,000,000"
231,4 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 23 Oct 2019",4 beds,baths,Toilets,"12,000,000"
232,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 15 Oct 2019",4 beds,baths,Toilets,"12,000,000"
233,DETACHED DUPLEX HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 26 Oct 2019",beds,baths,Toilets,"35,000,000"
234,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 05 Dec 2019",3 beds,3 baths,3 Toilets,"18,000,000"
235,3 BEDROOM FLAT / APARTMENT FOR RENT,Ajao estate IsoloAjao Estate Isolo Lagos,"Updated 17 Nov 2020, Added 02 Oct 2020",3 beds,3 baths,4 Toilets,"1,500,000"
236,4 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 15 Oct 2019",4 beds,baths,Toilets,"16,000,000"
237,2 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 10 Jul 2020",2 beds,2 baths,3 Toilets,"7,000,000"
238,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 23 Oct 2019",3 beds,baths,Toilets,"6,000,000"
239,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 19 Nov 2019",4 beds,4 baths,4 Toilets,"24,000,000"
240,3 BEDROOM BOYS QUARTERS FLAT / APARTMENT FOR RENT,Highway Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 26 Feb 2020",3 beds,3 baths,4 Toilets,"7,000,000"
241,5 BEDROOM HOUSE FOR RENT,Off Queensdrive Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Feb 2020",5 beds,5 baths,6 Toilets,"8,000,000"
242,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
243,5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 22 Nov 2019",5 beds,5 baths,5 Toilets,"8,000,000"
244,3 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Off Queensdrive Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 16 Feb 2020",3 beds,3 baths,4 Toilets,"9,000,000"
245,3 BEDROOM FLAT / APARTMENT FOR RENT,Ajao estate Isolo.Lagos MainlandAjao Estate Isolo Lagos,"Updated 17 Nov 2020, Added 26 Oct 2020",3 beds,3 baths,4 Toilets,"1,200,000"
246,3 BEDROOM FLAT / APARTMENT FOR RENT,Ikate Lekki Lagos,"Updated 17 Nov 2020, Added 08 Sep 2020",3 beds,3 baths,3 Toilets,"2,500,000"
247,SELF CONTAIN FLAT / APARTMENT FOR RENT,Oke Afa Isolo.Lagos MainlandOke Afa Isolo Lagos,"Updated 17 Nov 2020, Added 04 Nov 2020",0 beds,0 baths,0 Toilets,"120,000"
248,3 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Ahmadu Bello Way Victoria Island Lagos,"Updated 17 Nov 2020, Added 18 Oct 2019",3 beds,baths,Toilets,"15,000,000"
249,4 BEDROOM FLAT / APARTMENT FOR RENT,Adeola Odeku Victoria Island Lagos,"Updated 17 Nov 2020, Added 18 Oct 2019",4 beds,baths,Toilets,"16,000,000"
250,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Ikoyi Lagos,"Updated 17 Nov 2020, Added 17 Sep 2020",beds,baths,Toilets,"15,000,000"
251,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",3 beds,baths,Toilets,"12,000,000"
252,5 BEDROOM DETACHED DUPLEX HOUSE FOR SALE,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 20 Aug 2020",5 beds,5 baths,5 Toilets,"200,000,000"
253,3 BEDROOM FLAT / APARTMENT FOR RENT,Ahmadu Bello Way Victoria Island Lagos,"Updated 17 Nov 2020, Added 18 Oct 2019",3 beds,baths,Toilets,"12,000,000"
254,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,ViVictoria Island Lagos,"Updated 17 Nov 2020, Added 18 Dec 2019",5 beds,5 baths,5 Toilets,"20,000,000"
255,5 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Off ajose adeogunAdemola Adetokunbo Victoria Island Lagos,"Updated 17 Nov 2020, Added 07 Feb 2020",5 beds,5 baths,6 Toilets,"15,000,000"
256,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 20 Oct 2019",3 beds,baths,Toilets,"12,000,000"
257,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 01 Dec 2019",4 beds,4 baths,4 Toilets,"15,000,000"
258,2 BEDROOM FLAT / APARTMENT FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 12 Dec 2019",2 beds,2 baths,2 Toilets,"7,500,000"
259,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 22 Nov 2019",4 beds,4 baths,4 Toilets,"15,000,000"
260,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Banana Island Ikoyi Lagos,"Updated 17 Nov 2020, Added 07 Aug 2020",4 beds,4 baths,5 Toilets,"16,000,000"
261,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Off Alexander RoadIkoyi Lagos,"Updated 17 Nov 2020, Added 27 Nov 2019",4 beds,4 baths,4 Toilets,"10,000,000"
262,2 BEDROOM FLAT / APARTMENT FOR RENT,Eko Atlantic Victoria Island Lagos,"Updated 17 Nov 2020, Added 01 Dec 2019",2 beds,2 baths,2 Toilets,"7,000,000"
263,2 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 21 Nov 2019",2 beds,2 baths,2 Toilets,"6,000,000"
264,COMMERCIAL PROPERTY FOR RENT,...Aminu Kano Crescent Wuse 2 Abuja,"Updated 17 Nov 2020, Added 25 Jul 2020",beds,baths,3 Toilets,"6,500,000/year"
265,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 31 Oct 2019",4 beds,baths,Toilets,"12,000,000"
266,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 18 Dec 2019",3 beds,3 baths,3 Toilets,"18,000,000"
267,3 BEDROOM FLAT / APARTMENT FOR RENT,Old Ikoyi Ikoyi Lagos,"Updated 17 Nov 2020, Added 13 Jul 2020",3 beds,3 baths,4 Toilets,"6,000,000"
268,DETACHED BUNGALOW HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",beds,baths,Toilets,"35,000,000"
269,6 BEDROOM HOUSE FOR RENT,Gerard Road Ikoyi Lagos,"Updated 17 Nov 2020, Added 18 Dec 2019",6 beds,6 baths,6 Toilets,"40,000,000"
270,3 BEDROOM FLAT / APARTMENT FOR RENT,Adeola Odeku Victoria Island Lagos,"Updated 17 Nov 2020, Added 20 Oct 2019",3 beds,baths,Toilets,"8,000,000"
271,DETACHED DUPLEX HOUSE FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 26 Nov 2019",beds,baths,Toilets,"40,000,000"
272,SELF CONTAIN FLAT / APARTMENT FOR RENT,Lekki Phase 1 Lekki Lagos,"Updated 17 Nov 2020, Added 15 Nov 2020",beds,baths,Toilets,"900,000"
273,3 BEDROOM FLAT / APARTMENT FOR RENT,Ajao estate Isolo. Lagos MainlandAjao Estate Isolo Lagos,"Updated 17 Nov 2020, Added 04 Nov 2020",3 beds,3 baths,4 Toilets,"1,500,000"
274,4 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR SALE,Parkview Estate Ikoyi Lagos,"Updated 17 Nov 2020, Added 05 Oct 2020",4 beds,4 baths,5 Toilets,"205,000,000"
275,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Chevron lekki Chevron Lekki Lagos,"Updated 17 Nov 2020, Added 12 Aug 2020",4 beds,4 baths,4 Toilets,"4,000,000"
276,3 BEDROOM FLAT / APARTMENT FOR RENT,Victoria Island Lagos,"Updated 17 Nov 2020, Added 30 Oct 2019",3 beds,baths,Toilets,"4,000,000"
277,3 BEDROOM FLAT / APARTMENT FOR RENT,...Anthony Village Maryland Lagos,"Updated 17 Nov 2020, Added 17 Nov 2020",3 beds,3 baths,4 Toilets,"1,800,000"
278,2 BEDROOM FLAT / APARTMENT FOR RENT,Mende Maryland Lagos,Added 19 Nov 2020,2 beds,2 baths,3 Toilets,"1,000,000"
279,2 BEDROOM FLAT / APARTMENT FOR RENT,Mende Maryland Lagos,Added 19 Nov 2020,2 beds,2 baths,3 Toilets,"1,000,000"
280,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Lawanson Surulere Lagos,"Updated 19 Nov 2020, Added 19 Nov 2020",1 beds,1 baths,1 Toilets,"600,000"
281,2 BEDROOM FLAT / APARTMENT FOR RENT,Jakande first gate Jakande Lekki Lagos,Added 19 Nov 2020,2 beds,3 baths,3 Toilets,"2,300,000"
282,2 BEDROOM FLAT / APARTMENT FOR RENT,AgungiLekki Lagos,Added 19 Nov 2020,2 beds,2 baths,2 Toilets,"1,600,000"
283,SELF CONTAIN FLAT / APARTMENT FOR RENT,Ogudu Orike Ogudu Lagos,Added 19 Nov 2020,beds,baths,Toilets,"450,000"
